GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC02_EST_VC01,HC03_EST_VC01,HC01_EST_VC03,HC02_EST_VC03,HC03_EST_VC03,HC01_EST_VC04,HC02_EST_VC04,HC03_EST_VC04,HC01_EST_VC05,HC02_EST_VC05,HC03_EST_VC05,HC01_EST_VC07,HC02_EST_VC07,HC03_EST_VC07,HC01_EST_VC08,HC02_EST_VC08,HC03_EST_VC08,HC01_EST_VC09,HC02_EST_VC09,HC03_EST_VC09,HC01_EST_VC10,HC02_EST_VC10,HC03_EST_VC10,HC01_EST_VC11,HC02_EST_VC11,HC03_EST_VC11,HC01_EST_VC12,HC02_EST_VC12,HC03_EST_VC12,HC01_EST_VC14,HC02_EST_VC14,HC03_EST_VC14,HC01_EST_VC15,HC02_EST_VC15,HC03_EST_VC15,HC01_EST_VC16,HC02_EST_VC16,HC03_EST_VC16,HC01_EST_VC17,HC02_EST_VC17,HC03_EST_VC17,HC01_EST_VC18,HC02_EST_VC18,HC03_EST_VC18,HC01_EST_VC19,HC02_EST_VC19,HC03_EST_VC19,HC01_EST_VC20,HC02_EST_VC20,HC03_EST_VC20,HC01_EST_VC22,HC02_EST_VC22,HC03_EST_VC22,HC01_EST_VC23,HC02_EST_VC23,HC03_EST_VC23,HC01_EST_VC24,HC02_EST_VC24,HC03_EST_VC24,HC01_EST_VC25,HC02_EST_VC25,HC03_EST_VC25,HC01_EST_VC26,HC02_EST_VC26,HC03_EST_VC26,HC01_EST_VC27,HC02_EST_VC27,HC03_EST_VC27,HC01_EST_VC28,HC02_EST_VC28,HC03_EST_VC28
1400000US36047098400,36047098400,"Census Tract 984, Kings County, New York",1852,157,8.5,130,0,0.0,,0,0.0,,0,0.0,245,22,9.0,,0,0.0,,0,0.0,,0,0.0,,22,9.0,,0,0.0,1156,49,4.2,,0,0.0,,5,0.4,,0,0.0,,44,3.8,,0,0.0,,0,0.0,321,86,26.8,,20,6.2,,45,14.0,,35,10.9,,77,24.0,,42,13.1,,51,15.9
1400000US36047098600,36047098600,"Census Tract 986, Kings County, New York",3429,251,7.3,237,18,7.6,,18,7.6,,18,7.6,602,11,1.8,,0,0.0,,0,0.0,,0,0.0,,11,1.8,,0,0.0,2256,165,7.3,,10,0.4,,29,1.3,,39,1.7,,93,4.1,,28,1.2,,49,2.2,334,57,17.1,,15,4.5,,4,1.2,,5,1.5,,41,12.3,,31,9.3,,31,9.3
1400000US36047098800,36047098800,"Census Tract 988, Kings County, New York",3253,524,16.1,162,0,0.0,,0,0.0,,0,0.0,594,47,7.9,,38,6.4,,17,2.9,,47,7.9,,9,1.5,,26,4.4,2064,211,10.2,,48,2.3,,109,5.3,,58,2.8,,98,4.7,,78,3.8,,75,3.6,433,266,61.4,,27,6.2,,49,11.3,,70,16.2,,204,47.1,,142,32.8,,230,53.1
1400000US36047099000,36047099000,"Census Tract 990, Kings County, New York",1443,125,8.7,94,0,0.0,,0,0.0,,0,0.0,286,9,3.1,,0,0.0,,9,3.1,,0,0.0,,0,0.0,,0,0.0,959,68,7.1,,2,0.2,,31,3.2,,52,5.4,,68,7.1,,2,0.2,,2,0.2,104,48,46.2,,2,1.9,,3,2.9,,5,4.8,,32,30.8,,32,30.8,,9,8.7
1400000US36047099200,36047099200,"Census Tract 992, Kings County, New York",1634,97,5.9,113,0,0.0,,0,0.0,,0,0.0,385,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1006,48,4.8,,0,0.0,,13,1.3,,25,2.5,,10,1.0,,0,0.0,,6,0.6,130,49,37.7,,15,11.5,,17,13.1,,44,33.8,,41,31.5,,28,21.5,,49,37.7
1400000US36047099400,36047099400,"Census Tract 994, Kings County, New York",1970,89,4.5,105,8,7.6,,8,7.6,,8,7.6,495,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1228,47,3.8,,12,1.0,,18,1.5,,17,1.4,,17,1.4,,17,1.4,,17,1.4,142,34,23.9,,4,2.8,,9,6.3,,7,4.9,,10,7.0,,10,7.0,,30,21.1
1400000US36047099600,36047099600,"Census Tract 996, Kings County, New York",3429,191,5.6,220,0,0.0,,0,0.0,,0,0.0,576,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2387,89,3.7,,0,0.0,,22,0.9,,0,0.0,,67,2.8,,8,0.3,,22,0.9,246,102,41.5,,25,10.2,,27,11.0,,20,8.1,,90,36.6,,45,18.3,,52,21.1
1400000US36047099800,36047099800,"Census Tract 998, Kings County, New York",4067,285,7.0,311,0,0.0,,0,0.0,,0,0.0,819,10,1.2,,0,0.0,,0,0.0,,10,1.2,,0,0.0,,0,0.0,2669,129,4.8,,38,1.4,,33,1.2,,39,1.5,,56,2.1,,27,1.0,,18,0.7,268,146,54.5,,62,23.1,,102,38.1,,91,34.0,,112,41.8,,67,25.0,,76,28.4
1400000US36047100400,36047100400,"Census Tract 1004, Kings County, New York",2691,156,5.8,117,0,0.0,,0,0.0,,0,0.0,444,36,8.1,,31,7.0,,0,0.0,,0,0.0,,5,1.1,,0,0.0,2013,75,3.7,,0,0.0,,12,0.6,,36,1.8,,38,1.9,,12,0.6,,35,1.7,117,45,38.5,,13,11.1,,7,6.0,,10,8.5,,45,38.5,,27,23.1,,45,38.5
1400000US36047100600,36047100600,"Census Tract 1006, Kings County, New York",2727,148,5.4,137,0,0.0,,0,0.0,,0,0.0,487,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1921,106,5.5,,7,0.4,,80,4.2,,19,1.0,,28,1.5,,19,1.0,,19,1.0,182,42,23.1,,0,0.0,,0,0.0,,0,0.0,,42,23.1,,15,8.2,,15,8.2
1400000US36047100800,36047100800,"Census Tract 1008, Kings County, New York",1996,191,9.6,123,10,8.1,,0,0.0,,10,8.1,326,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1395,130,9.3,,0,0.0,,10,0.7,,10,0.7,,120,8.6,,29,2.1,,58,4.2,152,51,33.6,,7,4.6,,9,5.9,,12,7.9,,35,23.0,,0,0.0,,0,0.0
1400000US36047101000,36047101000,"Census Tract 1010, Kings County, New York",2463,69,2.8,49,0,0.0,,0,0.0,,0,0.0,542,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1678,49,2.9,,0,0.0,,32,1.9,,0,0.0,,17,1.0,,0,0.0,,5,0.3,194,20,10.3,,9,4.6,,0,0.0,,0,0.0,,16,8.2,,5,2.6,,16,8.2
1400000US36047101200,36047101200,"Census Tract 1012, Kings County, New York",2408,194,8.1,97,0,0.0,,0,0.0,,0,0.0,478,28,5.9,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,28,5.9,1657,92,5.6,,3,0.2,,15,0.9,,27,1.6,,72,4.3,,14,0.8,,40,2.4,176,74,42.0,,0,0.0,,41,23.3,,13,7.4,,60,34.1,,24,13.6,,60,34.1
1400000US36047101400,36047101400,"Census Tract 1014, Kings County, New York",2303,99,4.3,68,0,0.0,,0,0.0,,0,0.0,473,10,2.1,,0,0.0,,0,0.0,,10,2.1,,0,0.0,,0,0.0,1503,61,4.1,,0,0.0,,19,1.3,,12,0.8,,48,3.2,,15,1.0,,27,1.8,259,28,10.8,,0,0.0,,6,2.3,,0,0.0,,25,9.7,,6,2.3,,9,3.5
1400000US36047101600,36047101600,"Census Tract 1016, Kings County, New York",1536,94,6.1,150,0,0.0,,0,0.0,,0,0.0,281,33,11.7,,0,0.0,,0,0.0,,23,8.2,,0,0.0,,33,11.7,938,18,1.9,,0,0.0,,8,0.9,,2,0.2,,10,1.1,,2,0.2,,2,0.2,167,43,25.7,,20,12.0,,10,6.0,,2,1.2,,33,19.8,,20,12.0,,22,13.2
1400000US36047101800,36047101800,"Census Tract 1018, Kings County, New York",1744,145,8.3,89,0,0.0,,0,0.0,,0,0.0,407,26,6.4,,0,0.0,,0,0.0,,26,6.4,,0,0.0,,0,0.0,1088,69,6.3,,3,0.3,,25,2.3,,16,1.5,,25,2.3,,0,0.0,,0,0.0,160,50,31.3,,14,8.8,,16,10.0,,0,0.0,,50,31.3,,0,0.0,,16,10.0
1400000US36047102000,36047102000,"Census Tract 1020, Kings County, New York",2066,136,6.6,112,0,0.0,,0,0.0,,0,0.0,361,9,2.5,,0,0.0,,0,0.0,,9,2.5,,0,0.0,,0,0.0,1407,31,2.2,,30,2.1,,30,2.1,,30,2.1,,31,2.2,,30,2.1,,31,2.2,186,96,51.6,,30,16.1,,0,0.0,,30,16.1,,96,51.6,,30,16.1,,54,29.0
1400000US36047102200,36047102200,"Census Tract 1022, Kings County, New York",2101,110,5.2,135,0,0.0,,0,0.0,,0,0.0,395,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1416,77,5.4,,48,3.4,,3,0.2,,28,2.0,,29,2.0,,13,0.9,,25,1.8,155,33,21.3,,7,4.5,,0,0.0,,4,2.6,,22,14.2,,10,6.5,,15,9.7
1400000US36047102400,36047102400,"Census Tract 1024, Kings County, New York",1843,68,3.7,113,0,0.0,,0,0.0,,0,0.0,411,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1170,11,0.9,,0,0.0,,0,0.0,,11,0.9,,0,0.0,,0,0.0,,0,0.0,149,57,38.3,,0,0.0,,5,3.4,,8,5.4,,43,28.9,,0,0.0,,11,7.4
1400000US36047102600,36047102600,"Census Tract 1026, Kings County, New York",3002,130,4.3,160,0,0.0,,0,0.0,,0,0.0,680,9,1.3,,9,1.3,,9,1.3,,9,1.3,,9,1.3,,9,1.3,1986,94,4.7,,25,1.3,,34,1.7,,0,0.0,,48,2.4,,7,0.4,,35,1.8,176,27,15.3,,13,7.4,,13,7.4,,9,5.1,,27,15.3,,9,5.1,,9,5.1
1400000US36047102800,36047102800,"Census Tract 1028, Kings County, New York",1576,199,12.6,24,0,0.0,,0,0.0,,0,0.0,290,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1171,141,12.0,,67,5.7,,79,6.7,,67,5.7,,75,6.4,,24,2.0,,69,5.9,91,58,63.7,,12,13.2,,12,13.2,,23,25.3,,41,45.1,,20,22.0,,37,40.7
1400000US36047103400,36047103400,"Census Tract 1034, Kings County, New York",3478,542,15.6,339,0,0.0,,0,0.0,,0,0.0,738,70,9.5,,0,0.0,,0,0.0,,48,6.5,,31,4.2,,53,7.2,2025,286,14.1,,36,1.8,,43,2.1,,118,5.8,,265,13.1,,33,1.6,,143,7.1,376,186,49.5,,68,18.1,,33,8.8,,73,19.4,,154,41.0,,74,19.7,,96,25.5
1400000US36047105801,36047105801,"Census Tract 1058.01, Kings County, New York",6840,1450,21.2,195,0,0.0,,0,0.0,,0,0.0,1153,38,3.3,,0,0.0,,0,0.0,,38,3.3,,15,1.3,,15,1.3,3830,391,10.2,,42,1.1,,83,2.2,,97,2.5,,243,6.3,,51,1.3,,120,3.1,1662,1021,61.4,,373,22.4,,321,19.3,,424,25.5,,756,45.5,,449,27.0,,696,41.9
1400000US36047105804,36047105804,"Census Tract 1058.04, Kings County, New York",5973,1699,28.4,431,0,0.0,,0,0.0,,0,0.0,876,115,13.1,,47,5.4,,30,3.4,,90,10.3,,47,5.4,,47,5.4,3059,526,17.2,,54,1.8,,119,3.9,,236,7.7,,222,7.3,,83,2.7,,213,7.0,1607,1058,65.8,,288,17.9,,240,14.9,,506,31.5,,858,53.4,,518,32.2,,699,43.5
1400000US36047107000,36047107000,"Census Tract 1070, Kings County, New York",558,116,20.8,8,0,0.0,,0,0.0,,0,0.0,66,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,353,87,24.6,,21,5.9,,7,2.0,,50,14.2,,47,13.3,,44,12.5,,69,19.5,131,29,22.1,,0,0.0,,0,0.0,,18,13.7,,29,22.1,,21,16.0,,23,17.6
1400000US36047107800,36047107800,"Census Tract 1078, Kings County, New York",3996,381,9.5,77,0,0.0,,0,0.0,,0,0.0,511,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2656,152,5.7,,4,0.2,,46,1.7,,59,2.2,,134,5.0,,19,0.7,,49,1.8,752,229,30.5,,78,10.4,,33,4.4,,60,8.0,,138,18.4,,51,6.8,,57,7.6
1400000US36047109800,36047109800,"Census Tract 1098, Kings County, New York",2086,188,9.0,122,0,0.0,,0,0.0,,0,0.0,249,25,10.0,,19,7.6,,0,0.0,,15,6.0,,0,0.0,,0,0.0,1552,108,7.0,,14,0.9,,30,1.9,,42,2.7,,43,2.8,,15,1.0,,36,2.3,163,55,33.7,,33,20.2,,29,17.8,,6,3.7,,51,31.3,,51,31.3,,55,33.7
1400000US36047110400,36047110400,"Census Tract 1104, Kings County, New York",4503,436,9.7,462,0,0.0,,0,0.0,,0,0.0,587,42,7.2,,20,3.4,,0,0.0,,22,3.7,,0,0.0,,12,2.0,2934,254,8.7,,19,0.6,,31,1.1,,117,4.0,,170,5.8,,41,1.4,,46,1.6,520,140,26.9,,14,2.7,,32,6.2,,13,2.5,,87,16.7,,21,4.0,,64,12.3
1400000US36047110600,36047110600,"Census Tract 1106, Kings County, New York",4616,773,16.7,325,25,7.7,,0,0.0,,25,7.7,1101,66,6.0,,12,1.1,,17,1.5,,22,2.0,,15,1.4,,10,0.9,2769,457,16.5,,46,1.7,,88,3.2,,247,8.9,,316,11.4,,137,4.9,,237,8.6,421,225,53.4,,58,13.8,,55,13.1,,71,16.9,,186,44.2,,71,16.9,,123,29.2
1400000US36047111000,36047111000,"Census Tract 1110, Kings County, New York",3342,510,15.3,261,0,0.0,,0,0.0,,0,0.0,806,38,4.7,,0,0.0,,8,1.0,,30,3.7,,0,0.0,,0,0.0,1901,268,14.1,,48,2.5,,56,2.9,,93,4.9,,130,6.8,,41,2.2,,121,6.4,374,204,54.5,,57,15.2,,55,14.7,,66,17.6,,149,39.8,,7,1.9,,54,14.4
1400000US36047111600,36047111600,"Census Tract 1116, Kings County, New York",2968,440,14.8,321,0,0.0,,0,0.0,,0,0.0,669,28,4.2,,0,0.0,,0,0.0,,28,4.2,,0,0.0,,0,0.0,1501,96,6.4,,22,1.5,,8,0.5,,49,3.3,,69,4.6,,29,1.9,,49,3.3,477,316,66.2,,119,24.9,,161,33.8,,229,48.0,,240,50.3,,136,28.5,,213,44.7
1400000US36047111800,36047111800,"Census Tract 1118, Kings County, New York",2958,202,6.8,343,0,0.0,,0,0.0,,0,0.0,596,17,2.9,,0,0.0,,0,0.0,,17,2.9,,0,0.0,,0,0.0,1818,136,7.5,,9,0.5,,20,1.1,,66,3.6,,73,4.0,,22,1.2,,71,3.9,201,49,24.4,,5,2.5,,21,10.4,,2,1.0,,46,22.9,,18,9.0,,45,22.4
1400000US36047112000,36047112000,"Census Tract 1120, Kings County, New York",3935,156,4.0,332,0,0.0,,0,0.0,,0,0.0,714,9,1.3,,0,0.0,,0,0.0,,9,1.3,,0,0.0,,0,0.0,2560,90,3.5,,0,0.0,,0,0.0,,29,1.1,,77,3.0,,43,1.7,,56,2.2,329,57,17.3,,0,0.0,,0,0.0,,45,13.7,,29,8.8,,5,1.5,,18,5.5
1400000US36047112200,36047112200,"Census Tract 1122, Kings County, New York",2870,242,8.4,223,0,0.0,,0,0.0,,0,0.0,586,34,5.8,,0,0.0,,11,1.9,,23,3.9,,0,0.0,,12,2.0,1956,159,8.1,,0,0.0,,45,2.3,,74,3.8,,88,4.5,,24,1.2,,39,2.0,105,49,46.7,,12,11.4,,25,23.8,,0,0.0,,12,11.4,,0,0.0,,0,0.0
1400000US36047112400,36047112400,"Census Tract 1124, Kings County, New York",3611,406,11.2,274,0,0.0,,0,0.0,,0,0.0,980,89,9.1,,42,4.3,,0,0.0,,56,5.7,,29,3.0,,33,3.4,2030,170,8.4,,0,0.0,,43,2.1,,47,2.3,,83,4.1,,0,0.0,,26,1.3,327,147,45.0,,69,21.1,,33,10.1,,7,2.1,,55,16.8,,19,5.8,,12,3.7
1400000US36047112600,36047112600,"Census Tract 1126, Kings County, New York",3965,342,8.6,261,0,0.0,,0,0.0,,0,0.0,1097,50,4.6,,0,0.0,,38,3.5,,12,1.1,,0,0.0,,0,0.0,2292,159,6.9,,0,0.0,,45,2.0,,79,3.4,,139,6.1,,67,2.9,,50,2.2,315,133,42.2,,18,5.7,,99,31.4,,40,12.7,,63,20.0,,29,9.2,,47,14.9
1400000US36047112800,36047112800,"Census Tract 1128, Kings County, New York",4151,316,7.6,227,0,0.0,,0,0.0,,0,0.0,890,16,1.8,,0,0.0,,0,0.0,,16,1.8,,0,0.0,,0,0.0,2704,218,8.1,,14,0.5,,31,1.1,,58,2.1,,140,5.2,,0,0.0,,46,1.7,330,82,24.8,,0,0.0,,24,7.3,,16,4.8,,73,22.1,,8,2.4,,25,7.6
1400000US36047113000,36047113000,"Census Tract 1130, Kings County, New York",4256,392,9.2,559,8,1.4,,8,1.4,,0,0.0,854,86,10.1,,0,0.0,,16,1.9,,70,8.2,,0,0.0,,0,0.0,2580,184,7.1,,57,2.2,,59,2.3,,62,2.4,,119,4.6,,9,0.3,,31,1.2,263,114,43.3,,36,13.7,,22,8.4,,23,8.7,,100,38.0,,22,8.4,,43,16.3
1400000US36047113200,36047113200,"Census Tract 1132, Kings County, New York",1939,68,3.5,46,0,0.0,,0,0.0,,0,0.0,484,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1277,30,2.3,,6,0.5,,8,0.6,,6,0.5,,30,2.3,,9,0.7,,15,1.2,132,38,28.8,,0,0.0,,33,25.0,,21,15.9,,21,15.9,,16,12.1,,16,12.1
1400000US36047113400,36047113400,"Census Tract 1134, Kings County, New York",3162,354,11.2,374,0,0.0,,0,0.0,,0,0.0,923,107,11.6,,0,0.0,,9,1.0,,67,7.3,,11,1.2,,58,6.3,1745,195,11.2,,0,0.0,,33,1.9,,81,4.6,,94,5.4,,23,1.3,,48,2.8,120,52,43.3,,0,0.0,,0,0.0,,6,5.0,,52,43.3,,36,30.0,,42,35.0
1400000US36047114201,36047114201,"Census Tract 1142.01, Kings County, New York",1979,164,8.3,123,0,0.0,,0,0.0,,0,0.0,308,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1330,132,9.9,,17,1.3,,54,4.1,,7,0.5,,79,5.9,,5,0.4,,7,0.5,218,32,14.7,,4,1.8,,0,0.0,,4,1.8,,28,12.8,,0,0.0,,20,9.2
1400000US36047114202,36047114202,"Census Tract 1142.02, Kings County, New York",2255,216,9.6,280,0,0.0,,0,0.0,,0,0.0,423,28,6.6,,0,0.0,,0,0.0,,13,3.1,,15,3.5,,0,0.0,1437,162,11.3,,11,0.8,,7,0.5,,57,4.0,,137,9.5,,28,1.9,,29,2.0,115,26,22.6,,6,5.2,,0,0.0,,6,5.2,,26,22.6,,6,5.2,,26,22.6
1400000US36047114400,36047114400,"Census Tract 1144, Kings County, New York",2655,189,7.1,387,7,1.8,,0,0.0,,7,1.8,763,24,3.1,,24,3.1,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1380,106,7.7,,0,0.0,,29,2.1,,76,5.5,,29,2.1,,25,1.8,,35,2.5,125,52,41.6,,0,0.0,,18,14.4,,14,11.2,,38,30.4,,5,4.0,,18,14.4
1400000US36047114600,36047114600,"Census Tract 1146, Kings County, New York",2304,225,9.8,146,0,0.0,,0,0.0,,0,0.0,392,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1481,108,7.3,,10,0.7,,20,1.4,,47,3.2,,69,4.7,,16,1.1,,53,3.6,285,117,41.1,,41,14.4,,43,15.1,,65,22.8,,117,41.1,,57,20.0,,104,36.5
1400000US36047115000,36047115000,"Census Tract 1150, Kings County, New York",2316,263,11.4,189,38,20.1,,0,0.0,,38,20.1,465,13,2.8,,0,0.0,,0,0.0,,0,0.0,,13,2.8,,0,0.0,1452,138,9.5,,4,0.3,,81,5.6,,16,1.1,,29,2.0,,8,0.6,,7,0.5,210,74,35.2,,16,7.6,,0,0.0,,0,0.0,,62,29.5,,20,9.5,,58,27.6
1400000US36047115200,36047115200,"Census Tract 1152, Kings County, New York",3028,454,15.0,344,0,0.0,,0,0.0,,0,0.0,743,114,15.3,,22,3.0,,11,1.5,,103,13.9,,5,0.7,,11,1.5,1693,258,15.2,,26,1.5,,71,4.2,,93,5.5,,187,11.0,,88,5.2,,176,10.4,248,82,33.1,,45,18.1,,44,17.7,,0,0.0,,61,24.6,,23,9.3,,23,9.3
1400000US36047115600,36047115600,"Census Tract 1156, Kings County, New York",3928,472,12.0,439,0,0.0,,0,0.0,,0,0.0,988,39,3.9,,0,0.0,,29,2.9,,34,3.4,,5,0.5,,0,0.0,2150,283,13.2,,38,1.8,,70,3.3,,180,8.4,,163,7.6,,101,4.7,,132,6.1,351,150,42.7,,46,13.1,,65,18.5,,78,22.2,,103,29.3,,38,10.8,,43,12.3
1400000US36047115800,36047115800,"Census Tract 1158, Kings County, New York",2885,279,9.7,170,0,0.0,,0,0.0,,0,0.0,650,63,9.7,,2,0.3,,14,2.2,,49,7.5,,0,0.0,,47,7.2,1844,176,9.5,,0,0.0,,26,1.4,,17,0.9,,149,8.1,,71,3.9,,72,3.9,221,40,18.1,,0,0.0,,12,5.4,,5,2.3,,36,16.3,,5,2.3,,40,18.1
1400000US36047116000,36047116000,"Census Tract 1160, Kings County, New York",2332,363,15.6,237,0,0.0,,0,0.0,,0,0.0,516,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1357,280,20.6,,21,1.5,,29,2.1,,86,6.3,,239,17.6,,67,4.9,,198,14.6,222,83,37.4,,0,0.0,,21,9.5,,24,10.8,,53,23.9,,12,5.4,,28,12.6
1400000US36047116200,36047116200,"Census Tract 1162, Kings County, New York",2177,249,11.4,109,0,0.0,,0,0.0,,0,0.0,426,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1392,126,9.1,,4,0.3,,12,0.9,,26,1.9,,81,5.8,,15,1.1,,42,3.0,250,123,49.2,,26,10.4,,77,30.8,,79,31.6,,102,40.8,,58,23.2,,81,32.4
1400000US36047116400,36047116400,"Census Tract 1164, Kings County, New York",2942,420,14.3,176,0,0.0,,0,0.0,,0,0.0,468,12,2.6,,6,1.3,,6,1.3,,6,1.3,,0,0.0,,0,0.0,1884,166,8.8,,10,0.5,,20,1.1,,33,1.8,,113,6.0,,0,0.0,,69,3.7,414,242,58.5,,109,26.3,,86,20.8,,81,19.6,,219,52.9,,174,42.0,,197,47.6
1400000US36047116600,36047116600,"Census Tract 1166, Kings County, New York",3094,113,3.7,204,0,0.0,,0,0.0,,0,0.0,880,5,0.6,,0,0.0,,0,0.0,,5,0.6,,0,0.0,,5,0.6,1822,42,2.3,,0,0.0,,0,0.0,,0,0.0,,42,2.3,,0,0.0,,0,0.0,188,66,35.1,,9,4.8,,9,4.8,,9,4.8,,56,29.8,,26,13.8,,36,19.1
1400000US36047116800,36047116800,"Census Tract 1168, Kings County, New York",2069,147,7.1,161,0,0.0,,0,0.0,,0,0.0,441,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1342,93,6.9,,24,1.8,,0,0.0,,2,0.1,,76,5.7,,6,0.4,,11,0.8,125,54,43.2,,0,0.0,,0,0.0,,49,39.2,,5,4.0,,27,21.6,,27,21.6
1400000US36047117000,36047117000,"Census Tract 1170, Kings County, New York",1856,155,8.4,153,14,9.2,,14,9.2,,0,0.0,325,28,8.6,,0,0.0,,0,0.0,,28,8.6,,0,0.0,,28,8.6,1198,67,5.6,,0,0.0,,35,2.9,,50,4.2,,67,5.6,,15,1.3,,50,4.2,180,46,25.6,,0,0.0,,3,1.7,,43,23.9,,6,3.3,,8,4.4,,43,23.9
1400000US36047117201,36047117201,"Census Tract 1172.01, Kings County, New York",2324,172,7.4,161,0,0.0,,0,0.0,,0,0.0,398,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1511,105,6.9,,17,1.1,,27,1.8,,36,2.4,,25,1.7,,6,0.4,,6,0.4,254,67,26.4,,12,4.7,,16,6.3,,20,7.9,,31,12.2,,8,3.1,,44,17.3
1400000US36047117202,36047117202,"Census Tract 1172.02, Kings County, New York",3487,193,5.5,403,0,0.0,,0,0.0,,0,0.0,643,7,1.1,,0,0.0,,0,0.0,,7,1.1,,0,0.0,,7,1.1,2092,107,5.1,,10,0.5,,0,0.0,,84,4.0,,13,0.6,,10,0.5,,35,1.7,349,79,22.6,,11,3.2,,17,4.9,,32,9.2,,52,14.9,,23,6.6,,36,10.3
1400000US36047117400,36047117400,"Census Tract 1174, Kings County, New York",4170,206,4.9,330,0,0.0,,0,0.0,,0,0.0,561,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,3055,93,3.0,,29,0.9,,13,0.4,,22,0.7,,47,1.5,,9,0.3,,18,0.6,224,113,50.4,,31,13.8,,31,13.8,,29,12.9,,82,36.6,,44,19.6,,68,30.4
1400000US36047117601,36047117601,"Census Tract 1176.01, Kings County, New York",3262,184,5.6,281,0,0.0,,0,0.0,,0,0.0,715,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,2061,163,7.9,,19,0.9,,1,0.0,,78,3.8,,65,3.2,,10,0.5,,18,0.9,205,21,10.2,,3,1.5,,6,2.9,,12,5.9,,20,9.8,,15,7.3,,18,8.8
1400000US36047117602,36047117602,"Census Tract 1176.02, Kings County, New York",3542,239,6.7,335,0,0.0,,0,0.0,,0,0.0,785,6,0.8,,0,0.0,,0,0.0,,6,0.8,,0,0.0,,0,0.0,2189,86,3.9,,0,0.0,,30,1.4,,11,0.5,,75,3.4,,31,1.4,,44,2.0,233,147,63.1,,62,26.6,,21,9.0,,74,31.8,,81,34.8,,81,34.8,,108,46.4
1400000US36047117800,36047117800,"Census Tract 1178, Kings County, New York",1496,60,4.0,57,0,0.0,,0,0.0,,0,0.0,388,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,982,41,4.2,,0,0.0,,0,0.0,,12,1.2,,38,3.9,,9,0.9,,9,0.9,69,19,27.5,,4,5.8,,11,15.9,,4,5.8,,4,5.8,,0,0.0,,4,5.8
1400000US36047118000,36047118000,"Census Tract 1180, Kings County, New York",0,0,,0,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,
1400000US36047118201,36047118201,"Census Tract 1182.01, Kings County, New York",3114,80,2.6,368,0,0.0,,0,0.0,,0,0.0,528,34,6.4,,0,0.0,,0,0.0,,34,6.4,,0,0.0,,0,0.0,2063,37,1.8,,0,0.0,,21,1.0,,6,0.3,,25,1.2,,0,0.0,,27,1.3,155,9,5.8,,0,0.0,,0,0.0,,6,3.9,,9,5.8,,6,3.9,,6,3.9
1400000US36047118202,36047118202,"Census Tract 1182.02, Kings County, New York",2898,178,6.1,216,0,0.0,,0,0.0,,0,0.0,686,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,0,0.0,1779,100,5.6,,35,2.0,,11,0.6,,56,3.1,,82,4.6,,11,0.6,,63,3.5,217,78,35.9,,20,9.2,,11,5.1,,36,16.6,,50,23.0,,20,9.2,,45,20.7
